country_index,country_name,continent,week,ymd,week_of_period,treated,after,num_streams,cases,deaths,cases_per_million,deaths_per_million
ar,Argentina,South America,1,2018-06-01,1,0,0,52839544,0,0,0,0
ar,Argentina,South America,2,2018-06-08,2,0,0,52796946,0,0,0,0
ar,Argentina,South America,3,2018-06-15,3,0,0,49516129,0,0,0,0
ar,Argentina,South America,4,2018-06-22,4,0,0,50326885,0,0,0,0
ar,Argentina,South America,5,2018-06-29,5,0,0,53552822,0,0,0,0
ar,Argentina,South America,6,2018-07-06,6,0,0,54659315,0,0,0,0
ar,Argentina,South America,7,2018-07-13,7,0,0,58790174,0,0,0,0
ar,Argentina,South America,8,2018-07-20,8,0,0,57077245,0,0,0,0
ar,Argentina,South America,9,2018-07-27,9,0,0,57747478,0,0,0,0
ar,Argentina,South America,10,2018-08-03,10,0,0,59749038,0,0,0,0
ar,Argentina,South America,11,2018-08-10,11,0,0,61620588,0,0,0,0
ar,Argentina,South America,12,2018-08-17,12,0,0,60584444,0,0,0,0
ar,Argentina,South America,13,2018-08-24,13,0,0,60594349,0,0,0,0
ar,Argentina,South America,14,2018-08-31,14,0,0,60104734,0,0,0,0
ar,Argentina,South America,15,2018-09-07,15,0,0,62742207,0,0,0,0
ar,Argentina,South America,16,2018-09-14,16,0,0,61904088,0,0,0,0
ar,Argentina,South America,17,2018-09-21,17,0,0,61818817,0,0,0,0
ar,Argentina,South America,18,2018-09-28,18,0,0,60693559,0,0,0,0
ar,Argentina,South America,19,2018-10-05,19,0,0,62518235,0,0,0,0
ar,Argentina,South America,20,2018-10-12,20,0,0,64062705,0,0,0,0
ar,Argentina,South America,21,2018-10-19,21,0,0,59768952,0,0,0,0
ar,Argentina,South America,22,2018-10-26,22,0,0,60675116,0,0,0,0
ar,Argentina,South America,23,2018-11-02,23,0,0,63652800,0,0,0,0
ar,Argentina,South America,24,2018-11-09,24,0,0,62027427,0,0,0,0
ar,Argentina,South America,25,2018-11-16,25,0,0,65969279,0,0,0,0
ar,Argentina,South America,26,2018-11-23,26,0,0,61867737,0,0,0,0
ar,Argentina,South America,27,2018-11-30,27,0,0,63033583,0,0,0,0
ar,Argentina,South America,28,2018-12-07,28,0,0,60634270,0,0,0,0
ar,Argentina,South America,29,2018-12-14,29,0,0,62724903,0,0,0,0
ar,Argentina,South America,30,2018-12-21,30,0,0,74053661,0,0,0,0
ar,Argentina,South America,31,2018-12-28,31,0,0,72345443,0,0,0,0
ar,Argentina,South America,32,2019-01-04,32,0,0,67565171,0,0,0,0
ar,Argentina,South America,33,2019-01-11,33,0,0,68998334,0,0,0,0
ar,Argentina,South America,34,2019-01-18,34,0,0,71181323,0,0,0,0
ar,Argentina,South America,35,2019-01-25,35,0,0,70262172,0,0,0,0
ar,Argentina,South America,36,2019-02-01,36,0,0,71454387,0,0,0,0
ar,Argentina,South America,37,2019-02-08,37,0,0,71544503,0,0,0,0
ar,Argentina,South America,38,2019-02-15,38,0,0,73100823,0,0,0,0
ar,Argentina,South America,39,2019-02-22,39,0,0,67355580,0,0,0,0
ar,Argentina,South America,40,2019-03-01,40,0,0,67991154,0,0,0,0
ar,Argentina,South America,41,2019-03-08,41,0,1,62104137,0,0,0,0
ar,Argentina,South America,42,2019-03-15,42,0,1,63892183,0,0,0,0
ar,Argentina,South America,43,2019-03-22,43,0,1,65696882,0,0,0,0
ar,Argentina,South America,44,2019-03-29,44,0,1,68048265,0,0,0,0
ar,Argentina,South America,45,2019-04-05,45,0,1,69455600,0,0,0,0
ar,Argentina,South America,46,2019-04-12,46,0,1,71697956,0,0,0,0
ar,Argentina,South America,47,2019-04-19,47,0,1,64097220,0,0,0,0
ar,Argentina,South America,48,2019-04-26,48,0,1,62938101,0,0,0,0
ar,Argentina,South America,49,2019-05-03,49,0,1,63689149,0,0,0,0
ar,Argentina,South America,50,2019-05-10,50,0,1,70091852,0,0,0,0
ar,Argentina,South America,51,2019-05-17,51,0,1,70315291,0,0,0,0
ar,Argentina,South America,52,2019-05-24,52,0,1,71052804,0,0,0,0
ar,Argentina,South America,53,2019-05-31,1,1,0,70324721,0,0,0,0
ar,Argentina,South America,54,2019-06-07,2,1,0,74644498,0,0,0,0
ar,Argentina,South America,55,2019-06-14,3,1,0,67843510,0,0,0,0
ar,Argentina,South America,56,2019-06-21,4,1,0,69609950,0,0,0,0
ar,Argentina,South America,57,2019-06-28,5,1,0,69211399,0,0,0,0
ar,Argentina,South America,58,2019-07-05,6,1,0,69583447,0,0,0,0
ar,Argentina,South America,59,2019-07-12,7,1,0,73311220,0,0,0,0
ar,Argentina,South America,60,2019-07-19,8,1,0,72840729,0,0,0,0
ar,Argentina,South America,61,2019-07-26,9,1,0,75038515,0,0,0,0
ar,Argentina,South America,62,2019-08-02,10,1,0,78056457,0,0,0,0
ar,Argentina,South America,63,2019-08-09,11,1,0,80640426,0,0,0,0
ar,Argentina,South America,64,2019-08-16,12,1,0,85013483,0,0,0,0
ar,Argentina,South America,65,2019-08-23,13,1,0,86607289,0,0,0,0
ar,Argentina,South America,66,2019-08-30,14,1,0,83673908,0,0,0,0
ar,Argentina,South America,67,2019-09-06,15,1,0,87381601,0,0,0,0
ar,Argentina,South America,68,2019-09-13,16,1,0,89479041,0,0,0,0
ar,Argentina,South America,69,2019-09-20,17,1,0,89137869,0,0,0,0
ar,Argentina,South America,70,2019-09-27,18,1,0,86965443,0,0,0,0
ar,Argentina,South America,71,2019-10-04,19,1,0,91379059,0,0,0,0
ar,Argentina,South America,72,2019-10-11,20,1,0,85774153,0,0,0,0
ar,Argentina,South America,73,2019-10-18,21,1,0,89295852,0,0,0,0
ar,Argentina,South America,74,2019-10-25,22,1,0,89892026,0,0,0,0
ar,Argentina,South America,75,2019-11-01,23,1,0,88648855,0,0,0,0
ar,Argentina,South America,76,2019-11-08,24,1,0,87561284,0,0,0,0
ar,Argentina,South America,77,2019-11-15,25,1,0,87165578,0,0,0,0
ar,Argentina,South America,78,2019-11-22,26,1,0,83769993,0,0,0,0
ar,Argentina,South America,79,2019-11-29,27,1,0,84987773,0,0,0,0
ar,Argentina,South America,80,2019-12-06,28,1,0,83834102,0,0,0,0
ar,Argentina,South America,81,2019-12-13,29,1,0,83441176,0,0,0,0
ar,Argentina,South America,82,2019-12-20,30,1,0,91890076,0,0,0,0
ar,Argentina,South America,83,2019-12-27,31,1,0,89923167,0,0,0,0
ar,Argentina,South America,84,2020-01-03,32,1,0,86788106,0,0,0,0
ar,Argentina,South America,85,2020-01-10,33,1,0,90472597,0,0,0,0
ar,Argentina,South America,86,2020-01-17,34,1,0,91903017,0,0,0,0
ar,Argentina,South America,87,2020-01-24,35,1,0,90734110,0,0,0,0
ar,Argentina,South America,88,2020-01-31,36,1,0,88847935,0,0,0,0
ar,Argentina,South America,89,2020-02-07,37,1,0,84555806,0,0,0,0
ar,Argentina,South America,90,2020-02-14,38,1,0,83702371,0,0,0,0
ar,Argentina,South America,91,2020-02-21,39,1,0,83310551,0,0,0,0
ar,Argentina,South America,92,2020-02-28,40,1,0,85356027,0,0,0,0
ar,Argentina,South America,93,2020-03-06,41,1,1,83081702,18,1,0.40454435,0.022474688
ar,Argentina,South America,94,2020-03-13,42,1,1,75717571,78,1,1.7530255,0.022474688
ar,Argentina,South America,95,2020-03-20,43,1,1,68796608,405,6,9.1022482,0.13484812
ar,Argentina,South America,96,2020-03-27,44,1,1,69085680,631,23,14.181527,0.51691782
ar,Argentina,South America,97,2020-04-03,45,1,1,67063216,662,34,14.878242,0.76413935
ar,Argentina,South America,98,2020-04-10,46,1,1,68009289,637,44,14.316376,0.98888624
ar,Argentina,South America,99,2020-04-17,47,1,1,69759934,844,50,18.968636,1.1237344
ar,Argentina,South America,100,2020-04-24,48,1,1,65100385,996,55,22.384789,1.2361078
ar,Argentina,South America,101,2020-05-01,49,1,1,63745418,923,59,20.744137,1.3260065
ar,Argentina,South America,102,2020-05-08,50,1,1,66705954,1671,56,37.555202,1.2585825
ar,Argentina,South America,103,2020-05-15,51,1,1,68402267,2404,74,54.029148,1.6631268
ar,Argentina,South America,104,2020-05-22,52,1,1,67825068,4650,97,104.50729,2.1800447
at,Austria,Europe,1,2018-06-01,1,0,0,8288235,0,0,0,0
at,Austria,Europe,2,2018-06-08,2,0,0,8557630,0,0,0,0
at,Austria,Europe,3,2018-06-15,3,0,0,8719932,0,0,0,0
at,Austria,Europe,4,2018-06-22,4,0,0,9370538,0,0,0,0
at,Austria,Europe,5,2018-06-29,5,0,0,9320253,0,0,0,0
at,Austria,Europe,6,2018-07-06,6,0,0,8703863,0,0,0,0
at,Austria,Europe,7,2018-07-13,7,0,0,8988492,0,0,0,0
at,Austria,Europe,8,2018-07-20,8,0,0,8995752,0,0,0,0
at,Austria,Europe,9,2018-07-27,9,0,0,9090612,0,0,0,0
at,Austria,Europe,10,2018-08-03,10,0,0,10017309,0,0,0,0
at,Austria,Europe,11,2018-08-10,11,0,0,10095617,0,0,0,0
at,Austria,Europe,12,2018-08-17,12,0,0,9873580,0,0,0,0
at,Austria,Europe,13,2018-08-24,13,0,0,10301612,0,0,0,0
at,Austria,Europe,14,2018-08-31,14,0,0,9508616,0,0,0,0
at,Austria,Europe,15,2018-09-07,15,0,0,9717264,0,0,0,0
at,Austria,Europe,16,2018-09-14,16,0,0,9794815,0,0,0,0
at,Austria,Europe,17,2018-09-21,17,0,0,9570905,0,0,0,0
at,Austria,Europe,18,2018-09-28,18,0,0,9741243,0,0,0,0
at,Austria,Europe,19,2018-10-05,19,0,0,11317627,0,0,0,0
at,Austria,Europe,20,2018-10-12,20,0,0,9998850,0,0,0,0
at,Austria,Europe,21,2018-10-19,21,0,0,10057269,0,0,0,0
at,Austria,Europe,22,2018-10-26,22,0,0,9846497,0,0,0,0
at,Austria,Europe,23,2018-11-02,23,0,0,9638980,0,0,0,0
at,Austria,Europe,24,2018-11-09,24,0,0,9628320,0,0,0,0
at,Austria,Europe,25,2018-11-16,25,0,0,9380953,0,0,0,0
at,Austria,Europe,26,2018-11-23,26,0,0,10102794,0,0,0,0
at,Austria,Europe,27,2018-11-30,27,0,0,10746053,0,0,0,0
at,Austria,Europe,28,2018-12-07,28,0,0,10596424,0,0,0,0
at,Austria,Europe,29,2018-12-14,29,0,0,11294394,0,0,0,0
at,Austria,Europe,30,2018-12-21,30,0,0,14342847,0,0,0,0
at,Austria,Europe,31,2018-12-28,31,0,0,9574230,0,0,0,0
at,Austria,Europe,32,2019-01-04,32,0,0,9057979,0,0,0,0
at,Austria,Europe,33,2019-01-11,33,0,0,10170396,0,0,0,0
at,Austria,Europe,34,2019-01-18,34,0,0,10749930,0,0,0,0
at,Austria,Europe,35,2019-01-25,35,0,0,10798440,0,0,0,0
at,Austria,Europe,36,2019-02-01,36,0,0,10637967,0,0,0,0
at,Austria,Europe,37,2019-02-08,37,0,0,11200584,0,0,0,0
at,Austria,Europe,38,2019-02-15,38,0,0,10939286,0,0,0,0
at,Austria,Europe,39,2019-02-22,39,0,0,10883893,0,0,0,0
at,Austria,Europe,40,2019-03-01,40,0,0,10661085,0,0,0,0
at,Austria,Europe,41,2019-03-08,41,0,1,11389684,0,0,0,0
at,Austria,Europe,42,2019-03-15,42,0,1,12809950,0,0,0,0
at,Austria,Europe,43,2019-03-22,43,0,1,12817034,0,0,0,0
at,Austria,Europe,44,2019-03-29,44,0,1,12662184,0,0,0,0
at,Austria,Europe,45,2019-04-05,45,0,1,11866406,0,0,0,0
at,Austria,Europe,46,2019-04-12,46,0,1,12980101,0,0,0,0
at,Austria,Europe,47,2019-04-19,47,0,1,11340264,0,0,0,0
at,Austria,Europe,48,2019-04-26,48,0,1,10994629,0,0,0,0
at,Austria,Europe,49,2019-05-03,49,0,1,10664408,0,0,0,0
at,Austria,Europe,50,2019-05-10,50,0,1,11267510,0,0,0,0
at,Austria,Europe,51,2019-05-17,51,0,1,12097847,0,0,0,0
at,Austria,Europe,52,2019-05-24,52,0,1,12037108,0,0,0,0
at,Austria,Europe,53,2019-05-31,1,1,0,11717462,0,0,0,0
at,Austria,Europe,54,2019-06-07,2,1,0,12223289,0,0,0,0
at,Austria,Europe,55,2019-06-14,3,1,0,12307035,0,0,0,0
at,Austria,Europe,56,2019-06-21,4,1,0,13007357,0,0,0,0
at,Austria,Europe,57,2019-06-28,5,1,0,13197712,0,0,0,0
at,Austria,Europe,58,2019-07-05,6,1,0,12138870,0,0,0,0
at,Austria,Europe,59,2019-07-12,7,1,0,12810616,0,0,0,0
at,Austria,Europe,60,2019-07-19,8,1,0,11911502,0,0,0,0
at,Austria,Europe,61,2019-07-26,9,1,0,11386518,0,0,0,0
at,Austria,Europe,62,2019-08-02,10,1,0,11113396,0,0,0,0
at,Austria,Europe,63,2019-08-09,11,1,0,11366022,0,0,0,0
at,Austria,Europe,64,2019-08-16,12,1,0,10556102,0,0,0,0
at,Austria,Europe,65,2019-08-23,13,1,0,11055538,0,0,0,0
at,Austria,Europe,66,2019-08-30,14,1,0,11596960,0,0,0,0
at,Austria,Europe,67,2019-09-06,15,1,0,11847337,0,0,0,0
at,Austria,Europe,68,2019-09-13,16,1,0,11883708,0,0,0,0
at,Austria,Europe,69,2019-09-20,17,1,0,12682566,0,0,0,0
at,Austria,Europe,70,2019-09-27,18,1,0,12595810,0,0,0,0
at,Austria,Europe,71,2019-10-04,19,1,0,13041067,0,0,0,0
at,Austria,Europe,72,2019-10-11,20,1,0,12522166,0,0,0,0
at,Austria,Europe,73,2019-10-18,21,1,0,12258143,0,0,0,0
at,Austria,Europe,74,2019-10-25,22,1,0,12786109,0,0,0,0
at,Austria,Europe,75,2019-11-01,23,1,0,12826726,0,0,0,0
at,Austria,Europe,76,2019-11-08,24,1,0,12336914,0,0,0,0
at,Austria,Europe,77,2019-11-15,25,1,0,11811446,0,0,0,0
at,Austria,Europe,78,2019-11-22,26,1,0,11501670,0,0,0,0
at,Austria,Europe,79,2019-11-29,27,1,0,13306327,0,0,0,0
at,Austria,Europe,80,2019-12-06,28,1,0,14117251,0,0,0,0
at,Austria,Europe,81,2019-12-13,29,1,0,13942956,0,0,0,0
at,Austria,Europe,82,2019-12-20,30,1,0,17611730,0,0,0,0
at,Austria,Europe,83,2019-12-27,31,1,0,11000204,0,0,0,0
at,Austria,Europe,84,2020-01-03,32,1,0,10955668,0,0,0,0
at,Austria,Europe,85,2020-01-10,33,1,0,12953412,0,0,0,0
at,Austria,Europe,86,2020-01-17,34,1,0,13000131,0,0,0,0
at,Austria,Europe,87,2020-01-24,35,1,0,12585365,0,0,0,0
at,Austria,Europe,88,2020-01-31,36,1,0,12360964,0,0,0,0
at,Austria,Europe,89,2020-02-07,37,1,0,12320194,0,0,0,0
at,Austria,Europe,90,2020-02-14,38,1,0,12919455,0,0,0,0
at,Austria,Europe,91,2020-02-21,39,1,0,12034104,2,0,0.22623101,0
at,Austria,Europe,92,2020-02-28,40,1,0,12305968,27,0,3.0541186,0
at,Austria,Europe,93,2020-03-06,41,1,1,12099274,217,0,24.546064,0
at,Austria,Europe,94,2020-03-13,42,1,1,11674158,1400,4,158.36171,0.45246202
at,Austria,Europe,95,2020-03-20,43,1,1,10879184,4242,30,479.83597,3.393465
at,Austria,Europe,96,2020-03-27,44,1,1,11384256,4823,112,545.55609,12.668937
at,Austria,Europe,97,2020-04-03,45,1,1,10896132,2258,127,255.41481,14.365669
at,Austria,Europe,98,2020-04-10,46,1,1,10813674,1401,120,158.47482,13.57386
at,Austria,Europe,99,2020-04-17,47,1,1,11252195,554,101,62.665989,11.424666
at,Austria,Europe,100,2020-04-24,48,1,1,11759700,440,86,49.770821,9.7279339
at,Austria,Europe,101,2020-05-01,49,1,1,11523061,287,28,32.464149,3.1672342
at,Austria,Europe,102,2020-05-08,50,1,1,11729485,313,16,35.405151,1.8098481
at,Austria,Europe,103,2020-05-15,51,1,1,11661831,311,9,35.178921,1.0180396
at,Austria,Europe,104,2020-05-22,52,1,1,11505902,240,12,27.14772,1.3573861
au,Australia,Oceania,1,2018-06-01,1,0,0,78214488,0,0,0,0
au,Australia,Oceania,2,2018-06-08,2,0,0,76459211,0,0,0,0
au,Australia,Oceania,3,2018-06-15,3,0,0,78628109,0,0,0,0
au,Australia,Oceania,4,2018-06-22,4,0,0,77815636,0,0,0,0
au,Australia,Oceania,5,2018-06-29,5,0,0,83026539,0,0,0,0
au,Australia,Oceania,6,2018-07-06,6,0,0,76116439,0,0,0,0
au,Australia,Oceania,7,2018-07-13,7,0,0,80375816,0,0,0,0
au,Australia,Oceania,8,2018-07-20,8,0,0,79891213,0,0,0,0
au,Australia,Oceania,9,2018-07-27,9,0,0,81555639,0,0,0,0
au,Australia,Oceania,10,2018-08-03,10,0,0,85446533,0,0,0,0
au,Australia,Oceania,11,2018-08-10,11,0,0,80431904,0,0,0,0
au,Australia,Oceania,12,2018-08-17,12,0,0,82080657,0,0,0,0
au,Australia,Oceania,13,2018-08-24,13,0,0,79296983,0,0,0,0
au,Australia,Oceania,14,2018-08-31,14,0,0,84841900,0,0,0,0
au,Australia,Oceania,15,2018-09-07,15,0,0,81474351,0,0,0,0
au,Australia,Oceania,16,2018-09-14,16,0,0,79456183,0,0,0,0
au,Australia,Oceania,17,2018-09-21,17,0,0,78462386,0,0,0,0
au,Australia,Oceania,18,2018-09-28,18,0,0,74081398,0,0,0,0
au,Australia,Oceania,19,2018-10-05,19,0,0,74919074,0,0,0,0
au,Australia,Oceania,20,2018-10-12,20,0,0,77243017,0,0,0,0
au,Australia,Oceania,21,2018-10-19,21,0,0,81220980,0,0,0,0
au,Australia,Oceania,22,2018-10-26,22,0,0,80627827,0,0,0,0
au,Australia,Oceania,23,2018-11-02,23,0,0,80627481,0,0,0,0
au,Australia,Oceania,24,2018-11-09,24,0,0,82768555,0,0,0,0
au,Australia,Oceania,25,2018-11-16,25,0,0,79916485,0,0,0,0
au,Australia,Oceania,26,2018-11-23,26,0,0,78183727,0,0,0,0
au,Australia,Oceania,27,2018-11-30,27,0,0,80932374,0,0,0,0
au,Australia,Oceania,28,2018-12-07,28,0,0,80734049,0,0,0,0
au,Australia,Oceania,29,2018-12-14,29,0,0,82868413,0,0,0,0
au,Australia,Oceania,30,2018-12-21,30,0,0,104519291,0,0,0,0
au,Australia,Oceania,31,2018-12-28,31,0,0,78007892,0,0,0,0
au,Australia,Oceania,32,2019-01-04,32,0,0,78800939,0,0,0,0
au,Australia,Oceania,33,2019-01-11,33,0,0,80929840,0,0,0,0
au,Australia,Oceania,34,2019-01-18,34,0,0,84655864,0,0,0,0
au,Australia,Oceania,35,2019-01-25,35,0,0,85827545,0,0,0,0
au,Australia,Oceania,36,2019-02-01,36,0,0,87502314,0,0,0,0
au,Australia,Oceania,37,2019-02-08,37,0,0,95724151,0,0,0,0
au,Australia,Oceania,38,2019-02-15,38,0,0,90183395,0,0,0,0
au,Australia,Oceania,39,2019-02-22,39,0,0,87136734,0,0,0,0
au,Australia,Oceania,40,2019-03-01,40,0,0,84676847,0,0,0,0
au,Australia,Oceania,41,2019-03-08,41,0,1,83396634,0,0,0,0
au,Australia,Oceania,42,2019-03-15,42,0,1,80984631,0,0,0,0
au,Australia,Oceania,43,2019-03-22,43,0,1,80647452,0,0,0,0
au,Australia,Oceania,44,2019-03-29,44,0,1,86913713,0,0,0,0
au,Australia,Oceania,45,2019-04-05,45,0,1,84982496,0,0,0,0
au,Australia,Oceania,46,2019-04-12,46,0,1,82696167,0,0,0,0
au,Australia,Oceania,47,2019-04-19,47,0,1,74653740,0,0,0,0
au,Australia,Oceania,48,2019-04-26,48,0,1,79499138,0,0,0,0
au,Australia,Oceania,49,2019-05-03,49,0,1,81605490,0,0,0,0
au,Australia,Oceania,50,2019-05-10,50,0,1,81607566,0,0,0,0
au,Australia,Oceania,51,2019-05-17,51,0,1,83867380,0,0,0,0
au,Australia,Oceania,52,2019-05-24,52,0,1,81985026,0,0,0,0
au,Australia,Oceania,53,2019-05-31,1,1,0,78471766,0,0,0,0
au,Australia,Oceania,54,2019-06-07,2,1,0,77109666,0,0,0,0
au,Australia,Oceania,55,2019-06-14,3,1,0,77648277,0,0,0,0
au,Australia,Oceania,56,2019-06-21,4,1,0,78149114,0,0,0,0
au,Australia,Oceania,57,2019-06-28,5,1,0,80776330,0,0,0,0
au,Australia,Oceania,58,2019-07-05,6,1,0,80682290,0,0,0,0
au,Australia,Oceania,59,2019-07-12,7,1,0,83724599,0,0,0,0
au,Australia,Oceania,60,2019-07-19,8,1,0,82078661,0,0,0,0
au,Australia,Oceania,61,2019-07-26,9,1,0,82496737,0,0,0,0
au,Australia,Oceania,62,2019-08-02,10,1,0,83667243,0,0,0,0
au,Australia,Oceania,63,2019-08-09,11,1,0,81565629,0,0,0,0
au,Australia,Oceania,64,2019-08-16,12,1,0,82168829,0,0,0,0
au,Australia,Oceania,65,2019-08-23,13,1,0,86835627,0,0,0,0
au,Australia,Oceania,66,2019-08-30,14,1,0,85875667,0,0,0,0
au,Australia,Oceania,67,2019-09-06,15,1,0,88029585,0,0,0,0
au,Australia,Oceania,68,2019-09-13,16,1,0,86921218,0,0,0,0
au,Australia,Oceania,69,2019-09-20,17,1,0,82803079,0,0,0,0
au,Australia,Oceania,70,2019-09-27,18,1,0,81907738,0,0,0,0
au,Australia,Oceania,71,2019-10-04,19,1,0,83400808,0,0,0,0
au,Australia,Oceania,72,2019-10-11,20,1,0,84506341,0,0,0,0
au,Australia,Oceania,73,2019-10-18,21,1,0,85494479,0,0,0,0
au,Australia,Oceania,74,2019-10-25,22,1,0,90474068,0,0,0,0
au,Australia,Oceania,75,2019-11-01,23,1,0,84977422,0,0,0,0
au,Australia,Oceania,76,2019-11-08,24,1,0,83769102,0,0,0,0
au,Australia,Oceania,77,2019-11-15,25,1,0,85492005,0,0,0,0
au,Australia,Oceania,78,2019-11-22,26,1,0,84438980,0,0,0,0
au,Australia,Oceania,79,2019-11-29,27,1,0,85116808,0,0,0,0
au,Australia,Oceania,80,2019-12-06,28,1,0,88228037,0,0,0,0
au,Australia,Oceania,81,2019-12-13,29,1,0,91908451,0,0,0,0
au,Australia,Oceania,82,2019-12-20,30,1,0,112831589,0,0,0,0
au,Australia,Oceania,83,2019-12-27,31,1,0,82610683,0,0,0,0
au,Australia,Oceania,84,2020-01-03,32,1,0,83948476,0,0,0,0
au,Australia,Oceania,85,2020-01-10,33,1,0,88596857,0,0,0,0
au,Australia,Oceania,86,2020-01-17,34,1,0,93319473,0,0,0,0
au,Australia,Oceania,87,2020-01-24,35,1,0,90161884,6,0,0.24016631,0
au,Australia,Oceania,88,2020-01-31,36,1,0,88219569,7,0,0.28019401,0
au,Australia,Oceania,89,2020-02-07,37,1,0,88689294,1,0,0.040027719,0
au,Australia,Oceania,90,2020-02-14,38,1,0,92116015,1,0,0.040027719,0
au,Australia,Oceania,91,2020-02-21,39,1,0,89691929,8,0,0.32022175,0
au,Australia,Oceania,92,2020-02-28,40,1,0,88742547,29,2,1.1608038,0.080055438
au,Australia,Oceania,93,2020-03-06,41,1,1,87570802,74,1,2.9620512,0.040027719
au,Australia,Oceania,94,2020-03-13,42,1,1,85544916,439,3,17.572168,0.12008315
au,Australia,Oceania,95,2020-03-20,43,1,1,89404197,2234,5,89.421921,0.2001386
au,Australia,Oceania,96,2020-03-27,44,1,1,87026531,2177,10,87.140343,0.4002772
au,Australia,Oceania,97,2020-04-03,45,1,1,84151943,1076,29,43.069824,1.1608038
au,Australia,Oceania,98,2020-04-10,46,1,1,82060878,406,13,16.251253,0.52036035
au,Australia,Oceania,99,2020-04-17,47,1,1,81984443,196,11,7.8454328,0.44030491
au,Australia,Oceania,100,2020-04-24,48,1,1,81649135,92,16,3.6825502,0.6404435
au,Australia,Oceania,101,2020-05-01,49,1,1,81362878,129,7,5.1635756,0.28019401
au,Australia,Oceania,102,2020-05-08,50,1,1,81475895,100,1,4.0027719,0.040027719
au,Australia,Oceania,103,2020-05-15,51,1,1,81645329,104,2,4.1628828,0.080055438
au,Australia,Oceania,104,2020-05-22,52,1,1,80388466,60,2,2.4016631,0.080055438
be,Belgium,Europe,1,2018-06-01,1,0,0,12169368,0,0,0,0
be,Belgium,Europe,2,2018-06-08,2,0,0,12061395,0,0,0,0
be,Belgium,Europe,3,2018-06-15,3,0,0,14459007,0,0,0,0
be,Belgium,Europe,4,2018-06-22,4,0,0,13347611,0,0,0,0
be,Belgium,Europe,5,2018-06-29,5,0,0,13283685,0,0,0,0
be,Belgium,Europe,6,2018-07-06,6,0,0,11735915,0,0,0,0
be,Belgium,Europe,7,2018-07-13,7,0,0,12705804,0,0,0,0
be,Belgium,Europe,8,2018-07-20,8,0,0,12454502,0,0,0,0
be,Belgium,Europe,9,2018-07-27,9,0,0,12605449,0,0,0,0
be,Belgium,Europe,10,2018-08-03,10,0,0,13017274,0,0,0,0
be,Belgium,Europe,11,2018-08-10,11,0,0,12610020,0,0,0,0
be,Belgium,Europe,12,2018-08-17,12,0,0,12622137,0,0,0,0
be,Belgium,Europe,13,2018-08-24,13,0,0,12348795,0,0,0,0
be,Belgium,Europe,14,2018-08-31,14,0,0,12634840,0,0,0,0
be,Belgium,Europe,15,2018-09-07,15,0,0,12538824,0,0,0,0
be,Belgium,Europe,16,2018-09-14,16,0,0,12994948,0,0,0,0
be,Belgium,Europe,17,2018-09-21,17,0,0,12930082,0,0,0,0
be,Belgium,Europe,18,2018-09-28,18,0,0,12919827,0,0,0,0
be,Belgium,Europe,19,2018-10-05,19,0,0,13756429,0,0,0,0
be,Belgium,Europe,20,2018-10-12,20,0,0,13471044,0,0,0,0
be,Belgium,Europe,21,2018-10-19,21,0,0,13294785,0,0,0,0
be,Belgium,Europe,22,2018-10-26,22,0,0,13294813,0,0,0,0
be,Belgium,Europe,23,2018-11-02,23,0,0,12665985,0,0,0,0
be,Belgium,Europe,24,2018-11-09,24,0,0,13243017,0,0,0,0
be,Belgium,Europe,25,2018-11-16,25,0,0,13165557,0,0,0,0
be,Belgium,Europe,26,2018-11-23,26,0,0,13352157,0,0,0,0
be,Belgium,Europe,27,2018-11-30,27,0,0,13829319,0,0,0,0
be,Belgium,Europe,28,2018-12-07,28,0,0,14881964,0,0,0,0
be,Belgium,Europe,29,2018-12-14,29,0,0,14105844,0,0,0,0
be,Belgium,Europe,30,2018-12-21,30,0,0,18437760,0,0,0,0
be,Belgium,Europe,31,2018-12-28,31,0,0,13032304,0,0,0,0
be,Belgium,Europe,32,2019-01-04,32,0,0,12340388,0,0,0,0
be,Belgium,Europe,33,2019-01-11,33,0,0,13062229,0,0,0,0
be,Belgium,Europe,34,2019-01-18,34,0,0,13397179,0,0,0,0
be,Belgium,Europe,35,2019-01-25,35,0,0,13559500,0,0,0,0
be,Belgium,Europe,36,2019-02-01,36,0,0,13671960,0,0,0,0
be,Belgium,Europe,37,2019-02-08,37,0,0,14647664,0,0,0,0
be,Belgium,Europe,38,2019-02-15,38,0,0,14201317,0,0,0,0
be,Belgium,Europe,39,2019-02-22,39,0,0,14552920,0,0,0,0
be,Belgium,Europe,40,2019-03-01,40,0,0,14588976,0,0,0,0
be,Belgium,Europe,41,2019-03-08,41,0,1,14463971,0,0,0,0
be,Belgium,Europe,42,2019-03-15,42,0,1,14552606,0,0,0,0
be,Belgium,Europe,43,2019-03-22,43,0,1,16220170,0,0,0,0
be,Belgium,Europe,44,2019-03-29,44,0,1,16243667,0,0,0,0
be,Belgium,Europe,45,2019-04-05,45,0,1,17229714,0,0,0,0
be,Belgium,Europe,46,2019-04-12,46,0,1,16934220,0,0,0,0
be,Belgium,Europe,47,2019-04-19,47,0,1,16114965,0,0,0,0
be,Belgium,Europe,48,2019-04-26,48,0,1,15127885,0,0,0,0
be,Belgium,Europe,49,2019-05-03,49,0,1,15046873,0,0,0,0
